"","tract","Pollutant","Risk Status","Potent_Risk"
"12147","6037241202","Benzene","H","Benzene"
"12148","6037241202","Cyanide Compounds","H","Cyanide Compounds"
"12149","6037241202","Diesel Pm","H","Diesel Pm"
"12150","6037241202","Toluene","H","Toluene"
"12151","6037241300","1,3-Butadiene","H","1,3-Butadiene"
"12152","6037241300","Acetaldehyde","H","Acetaldehyde"
"12153","6037241300","Benzene","H","Benzene"
"12154","6037241300","Cyanide Compounds","H","Cyanide Compounds"
"12155","6037241300","Diesel Pm","H","Diesel Pm"
"12156","6037241300","Toluene","H","Toluene"
"12157","6037241400","1,3-Butadiene","H","1,3-Butadiene"
"12158","6037241400","Acetaldehyde","H","Acetaldehyde"
"12159","6037241400","Benzene","H","Benzene"
"12160","6037241400","Cyanide Compounds","H","Cyanide Compounds"
"12161","6037241400","Diesel Pm","H","Diesel Pm"
"12162","6037241400","Toluene","H","Toluene"
"12163","6037242000","1,3-Butadiene","H","1,3-Butadiene"
"12164","6037242000","Acetaldehyde","H","Acetaldehyde"
"12165","6037242000","Benzene","H","Benzene"
"12166","6037242000","Cyanide Compounds","H","Cyanide Compounds"
"12167","6037242000","Diesel Pm","H","Diesel Pm"
"12168","6037242000","Toluene","H","Toluene"
"12169","6037242100","1,3-Butadiene","H","1,3-Butadiene"
"12170","6037242100","Acetaldehyde","H","Acetaldehyde"
"12171","6037242100","Benzene","H","Benzene"
"12172","6037242100","Cyanide Compounds","H","Cyanide Compounds"
"12173","6037242100","Diesel Pm","H","Diesel Pm"
"12174","6037242100","Toluene","H","Toluene"
"12175","6037242200","1,3-Butadiene","H","1,3-Butadiene"
"12176","6037242200","Acetaldehyde","H","Acetaldehyde"
"12177","6037242200","Benzene","H","Benzene"
"12178","6037242200","Cyanide Compounds","H","Cyanide Compounds"
"12179","6037242200","Diesel Pm","H","Diesel Pm"
"12180","6037242200","Toluene","H","Toluene"
"12181","6037242300","1,3-Butadiene","H","1,3-Butadiene"
"12182","6037242300","Acetaldehyde","H","Acetaldehyde"
"12183","6037242300","Benzene","H","Benzene"
"12184","6037242300","Cyanide Compounds","H","Cyanide Compounds"
"12185","6037242300","Diesel Pm","H","Diesel Pm"
"12186","6037242300","Toluene","H","Toluene"
"12187","6037242600","1,3-Butadiene","H","1,3-Butadiene"
"12188","6037242600","Acetaldehyde","H","Acetaldehyde"
"12189","6037242600","Benzene","H","Benzene"
"12190","6037242600","Cyanide Compounds","H","Cyanide Compounds"
"12191","6037242600","Diesel Pm","H","Diesel Pm"
"12192","6037242600","Toluene","H","Toluene"
"12193","6037242700","1,3-Butadiene","H","1,3-Butadiene"
"12194","6037242700","Acetaldehyde","H","Acetaldehyde"
"12195","6037242700","Benzene","H","Benzene"
"12196","6037242700","Cyanide Compounds","H","Cyanide Compounds"
"12197","6037242700","Diesel Pm","H","Diesel Pm"
"12198","6037242700","Toluene","H","Toluene"
"12199","6037243000","1,3-Butadiene","H","1,3-Butadiene"
"12200","6037243000","Acetaldehyde","H","Acetaldehyde"
"12201","6037243000","Benzene","H","Benzene"
"12202","6037243000","Cyanide Compounds","H","Cyanide Compounds"
"12203","6037243000","Diesel Pm","H","Diesel Pm"
"12204","6037243000","Toluene","H","Toluene"
"12205","6037243100","1,3-Butadiene","H","1,3-Butadiene"
"12206","6037243100","Acetaldehyde","H","Acetaldehyde"
"12207","6037243100","Benzene","H","Benzene"
"12208","6037243100","Cyanide Compounds","H","Cyanide Compounds"
"12209","6037243100","Diesel Pm","H","Diesel Pm"
"12210","6037243100","Toluene","H","Toluene"
"12211","6037261101","1,3-Butadiene","H","1,3-Butadiene"
"12212","6037261101","Acetaldehyde","H","Acetaldehyde"
"12213","6037261101","Benzene","L",""
"12214","6037261101","Cyanide Compounds","H","Cyanide Compounds"
"12215","6037261101","Diesel Pm","H","Diesel Pm"
"12216","6037261101","Toluene","H","Toluene"
"12217","6037261102","1,3-Butadiene","L",""
"12218","6037261102","Acetaldehyde","H","Acetaldehyde"
"12219","6037261102","Benzene","L",""
"12220","6037261102","Cyanide Compounds","L",""
"12221","6037261102","Diesel Pm","L",""
"12222","6037261102","Toluene","L",""
"12223","6037261200","1,3-Butadiene","L",""
"12224","6037261200","Acetaldehyde","H","Acetaldehyde"
"12225","6037261200","Benzene","L",""
"12226","6037261200","Cyanide Compounds","L",""
"12227","6037261200","Diesel Pm","H","Diesel Pm"
"12228","6037261200","Toluene","L",""
"12229","6037262100","1,3-Butadiene","L",""
"12230","6037262100","Acetaldehyde","H","Acetaldehyde"
"12231","6037262100","Benzene","L",""
"12232","6037262100","Cyanide Compounds","H","Cyanide Compounds"
"12233","6037262100","Diesel Pm","H","Diesel Pm"
"12234","6037262100","Toluene","L",""
"12235","6037262200","1,3-Butadiene","L",""
"12236","6037262200","Acetaldehyde","H","Acetaldehyde"
"12237","6037262200","Benzene","L",""
"12238","6037262200","Cyanide Compounds","L",""
"12239","6037262200","Diesel Pm","H","Diesel Pm"
"12240","6037262200","Toluene","L",""
"12241","6037262301","1,3-Butadiene","L",""
"12242","6037262301","Acetaldehyde","H","Acetaldehyde"
"12243","6037262301","Benzene","L",""
"12244","6037262301","Cyanide Compounds","L",""
"12245","6037262301","Diesel Pm","L",""
"12246","6037262301","Toluene","L",""
"12247","6037262302","1,3-Butadiene","H","1,3-Butadiene"
"12248","6037262302","Acetaldehyde","H","Acetaldehyde"
"12249","6037262302","Benzene","H","Benzene"
"12250","6037262302","Cyanide Compounds","H","Cyanide Compounds"
"12251","6037262302","Diesel Pm","H","Diesel Pm"
"12252","6037262302","Toluene","H","Toluene"
"12253","6037262303","1,3-Butadiene","H","1,3-Butadiene"
"12254","6037262303","Acetaldehyde","H","Acetaldehyde"
"12255","6037262303","Benzene","L",""
"12256","6037262303","Cyanide Compounds","H","Cyanide Compounds"
"12257","6037262303","Diesel Pm","H","Diesel Pm"
"12258","6037262303","Toluene","H","Toluene"
"12259","6037262400","1,3-Butadiene","L",""
"12260","6037262400","Acetaldehyde","H","Acetaldehyde"
"12261","6037262400","Benzene","L",""
"12262","6037262400","Cyanide Compounds","H","Cyanide Compounds"
"12263","6037262400","Diesel Pm","L",""
"12264","6037262400","Toluene","L",""
"12265","6037262501","1,3-Butadiene","H","1,3-Butadiene"
"12266","6037262501","Acetaldehyde","H","Acetaldehyde"
"12267","6037262501","Benzene","H","Benzene"
"12268","6037262501","Cyanide Compounds","H","Cyanide Compounds"
"12269","6037262501","Diesel Pm","H","Diesel Pm"
"12270","6037262501","Toluene","H","Toluene"
"12271","6037262601","1,3-Butadiene","L",""
"12272","6037262601","Acetaldehyde","L",""
"12273","6037262601","Benzene","L",""
"12274","6037262601","Cyanide Compounds","L",""
"12275","6037262601","Diesel Pm","L",""
"12276","6037262601","Toluene","L",""
"12277","6037262604","1,3-Butadiene","L",""
"12278","6037262604","Acetaldehyde","H","Acetaldehyde"
"12279","6037262604","Benzene","L",""
"12280","6037262604","Cyanide Compounds","L",""
"12281","6037262604","Diesel Pm","H","Diesel Pm"
"12282","6037262604","Toluene","L",""
"12283","6037262704","1,3-Butadiene","H","1,3-Butadiene"
"12284","6037262704","Acetaldehyde","H","Acetaldehyde"
"12285","6037262704","Benzene","H","Benzene"
"12286","6037262704","Cyanide Compounds","L",""
"12287","6037262704","Diesel Pm","H","Diesel Pm"
"12288","6037262704","Toluene","H","Toluene"
"12289","6037262706","1,3-Butadiene","H","1,3-Butadiene"
"12290","6037262706","Acetaldehyde","H","Acetaldehyde"
"12291","6037262706","Benzene","H","Benzene"
"12292","6037262706","Cyanide Compounds","H","Cyanide Compounds"
"12293","6037262706","Diesel Pm","H","Diesel Pm"
"12294","6037262706","Toluene","H","Toluene"
"12295","6037262802","1,3-Butadiene","H","1,3-Butadiene"
"12296","6037262802","Acetaldehyde","H","Acetaldehyde"
"12297","6037262802","Benzene","H","Benzene"
"12298","6037262802","Cyanide Compounds","H","Cyanide Compounds"
"12299","6037262802","Diesel Pm","H","Diesel Pm"
"12300","6037262802","Toluene","H","Toluene"
"12301","6037264000","1,3-Butadiene","H","1,3-Butadiene"
"12302","6037264000","Acetaldehyde","H","Acetaldehyde"
"12303","6037264000","Benzene","H","Benzene"
"12304","6037264000","Cyanide Compounds","H","Cyanide Compounds"
"12305","6037264000","Diesel Pm","H","Diesel Pm"
"12306","6037264000","Toluene","H","Toluene"
"12307","6037264102","1,3-Butadiene","H","1,3-Butadiene"
"12308","6037264102","Acetaldehyde","H","Acetaldehyde"
"12309","6037264102","Benzene","H","Benzene"
"12310","6037264102","Cyanide Compounds","H","Cyanide Compounds"
"12311","6037264102","Diesel Pm","H","Diesel Pm"
"12312","6037264102","Toluene","H","Toluene"
"12313","6037264103","1,3-Butadiene","H","1,3-Butadiene"
"12314","6037264103","Acetaldehyde","H","Acetaldehyde"
"12315","6037264103","Benzene","H","Benzene"
"12316","6037264103","Cyanide Compounds","H","Cyanide Compounds"
"12317","6037264103","Diesel Pm","H","Diesel Pm"
"12318","6037264103","Toluene","H","Toluene"
"12319","6037264301","1,3-Butadiene","H","1,3-Butadiene"
"12320","6037264301","Acetaldehyde","H","Acetaldehyde"
"12321","6037264301","Benzene","H","Benzene"
"12322","6037264301","Cyanide Compounds","H","Cyanide Compounds"
"12323","6037264301","Diesel Pm","H","Diesel Pm"
"12324","6037264301","Toluene","H","Toluene"
"12325","6037264302","1,3-Butadiene","H","1,3-Butadiene"
"12326","6037264302","Acetaldehyde","H","Acetaldehyde"
"12327","6037264302","Benzene","H","Benzene"
"12328","6037264302","Cyanide Compounds","H","Cyanide Compounds"
"12329","6037264302","Diesel Pm","H","Diesel Pm"
"12330","6037264302","Toluene","H","Toluene"
"12331","6037265100","1,3-Butadiene","H","1,3-Butadiene"
"12332","6037265100","Acetaldehyde","H","Acetaldehyde"
"12333","6037265100","Benzene","H","Benzene"
"12334","6037265100","Cyanide Compounds","H","Cyanide Compounds"
"12335","6037265100","Diesel Pm","H","Diesel Pm"
"12336","6037265100","Toluene","H","Toluene"
"12337","6037265201","1,3-Butadiene","H","1,3-Butadiene"
"12338","6037265201","Acetaldehyde","H","Acetaldehyde"
"12339","6037265201","Benzene","H","Benzene"
"12340","6037265201","Cyanide Compounds","H","Cyanide Compounds"
"12341","6037265201","Diesel Pm","H","Diesel Pm"
"12342","6037265201","Toluene","H","Toluene"
"12343","6037265202","1,3-Butadiene","H","1,3-Butadiene"
"12344","6037265202","Acetaldehyde","H","Acetaldehyde"
"12345","6037265202","Benzene","H","Benzene"
"12346","6037265202","Cyanide Compounds","H","Cyanide Compounds"
"12347","6037265202","Diesel Pm","H","Diesel Pm"
"12348","6037265202","Toluene","H","Toluene"
"12349","6037265301","1,3-Butadiene","H","1,3-Butadiene"
"12350","6037265301","Acetaldehyde","H","Acetaldehyde"
"12351","6037265301","Benzene","H","Benzene"
"12352","6037265301","Cyanide Compounds","H","Cyanide Compounds"
"12353","6037265301","Diesel Pm","H","Diesel Pm"
"12354","6037265301","Toluene","H","Toluene"
"12355","6037265303","1,3-Butadiene","H","1,3-Butadiene"
"12356","6037265303","Acetaldehyde","H","Acetaldehyde"
"12357","6037265303","Benzene","H","Benzene"
"12358","6037265303","Cyanide Compounds","H","Cyanide Compounds"
"12359","6037265303","Diesel Pm","H","Diesel Pm"
"12360","6037265303","Toluene","H","Toluene"
"12361","6037265304","1,3-Butadiene","H","1,3-Butadiene"
"12362","6037265304","Acetaldehyde","H","Acetaldehyde"
"12363","6037265304","Benzene","H","Benzene"
"12364","6037265304","Cyanide Compounds","H","Cyanide Compounds"
"12365","6037265304","Diesel Pm","H","Diesel Pm"
"12366","6037265304","Toluene","H","Toluene"
"12367","6037265305","1,3-Butadiene","H","1,3-Butadiene"
"12368","6037265305","Acetaldehyde","H","Acetaldehyde"
"12369","6037265305","Benzene","H","Benzene"
"12370","6037265305","Cyanide Compounds","H","Cyanide Compounds"
"12371","6037265305","Diesel Pm","H","Diesel Pm"
"12372","6037265305","Toluene","H","Toluene"
"12373","6037265410","1,3-Butadiene","H","1,3-Butadiene"
"12374","6037265410","Acetaldehyde","H","Acetaldehyde"
"12375","6037265410","Benzene","H","Benzene"
"12376","6037265410","Cyanide Compounds","H","Cyanide Compounds"
"12377","6037265410","Diesel Pm","H","Diesel Pm"
"12378","6037265410","Toluene","H","Toluene"
"12379","6037265420","1,3-Butadiene","H","1,3-Butadiene"
"12380","6037265420","Acetaldehyde","H","Acetaldehyde"
"12381","6037265420","Benzene","H","Benzene"
"12382","6037265420","Cyanide Compounds","H","Cyanide Compounds"
"12383","6037265420","Diesel Pm","H","Diesel Pm"
"12384","6037265420","Toluene","H","Toluene"
"12385","6037265510","1,3-Butadiene","H","1,3-Butadiene"
"12386","6037265510","Acetaldehyde","H","Acetaldehyde"
"12387","6037265510","Benzene","H","Benzene"
"12388","6037265510","Cyanide Compounds","H","Cyanide Compounds"
"12389","6037265510","Diesel Pm","H","Diesel Pm"
"12390","6037265510","Toluene","H","Toluene"
"12391","6037265520","1,3-Butadiene","H","1,3-Butadiene"
"12392","6037265520","Acetaldehyde","H","Acetaldehyde"
"12393","6037265520","Benzene","H","Benzene"
"12394","6037265520","Cyanide Compounds","H","Cyanide Compounds"
"12395","6037265520","Diesel Pm","H","Diesel Pm"
"12396","6037265520","Toluene","H","Toluene"
"12397","6037265601","1,3-Butadiene","H","1,3-Butadiene"
"12398","6037265601","Acetaldehyde","H","Acetaldehyde"
"12399","6037265601","Benzene","H","Benzene"
"12400","6037265601","Cyanide Compounds","H","Cyanide Compounds"
"12401","6037265601","Diesel Pm","H","Diesel Pm"
"12402","6037265601","Toluene","H","Toluene"
"12403","6037265602","1,3-Butadiene","H","1,3-Butadiene"
"12404","6037265602","Acetaldehyde","H","Acetaldehyde"
"12405","6037265602","Benzene","H","Benzene"
"12406","6037265602","Cyanide Compounds","H","Cyanide Compounds"
"12407","6037265602","Diesel Pm","H","Diesel Pm"
"12408","6037265602","Toluene","H","Toluene"
"12409","6037265700","1,3-Butadiene","H","1,3-Butadiene"
"12410","6037265700","Acetaldehyde","H","Acetaldehyde"
"12411","6037265700","Benzene","H","Benzene"
"12412","6037265700","Cyanide Compounds","H","Cyanide Compounds"
"12413","6037265700","Diesel Pm","H","Diesel Pm"
"12414","6037265700","Toluene","H","Toluene"
"12415","6037267100","1,3-Butadiene","H","1,3-Butadiene"
"12416","6037267100","Acetaldehyde","H","Acetaldehyde"
"12417","6037267100","Benzene","H","Benzene"
"12418","6037267100","Cyanide Compounds","H","Cyanide Compounds"
"12419","6037267100","Diesel Pm","H","Diesel Pm"
"12420","6037267100","Toluene","H","Toluene"
"12421","6037267200","1,3-Butadiene","H","1,3-Butadiene"
"12422","6037267200","Acetaldehyde","H","Acetaldehyde"
"12423","6037267200","Benzene","H","Benzene"
"12424","6037267200","Cyanide Compounds","H","Cyanide Compounds"
"12425","6037267200","Diesel Pm","H","Diesel Pm"
"12426","6037267200","Toluene","H","Toluene"
"12427","6037267300","1,3-Butadiene","H","1,3-Butadiene"
"12428","6037267300","Acetaldehyde","H","Acetaldehyde"
"12429","6037267300","Benzene","H","Benzene"
"12430","6037267300","Cyanide Compounds","H","Cyanide Compounds"
"12431","6037267300","Diesel Pm","H","Diesel Pm"
"12432","6037267300","Toluene","H","Toluene"
"12433","6037267402","1,3-Butadiene","H","1,3-Butadiene"
"12434","6037267402","Acetaldehyde","H","Acetaldehyde"
"12435","6037267402","Benzene","H","Benzene"
"12436","6037267402","Cyanide Compounds","H","Cyanide Compounds"
"12437","6037267402","Diesel Pm","H","Diesel Pm"
"12438","6037267402","Toluene","H","Toluene"
"12439","6037267403","1,3-Butadiene","H","1,3-Butadiene"
"12440","6037267403","Acetaldehyde","H","Acetaldehyde"
"12441","6037267403","Benzene","H","Benzene"
"12442","6037267403","Cyanide Compounds","H","Cyanide Compounds"
"12443","6037267403","Diesel Pm","H","Diesel Pm"
"12444","6037267403","Toluene","H","Toluene"
"12445","6037267404","1,3-Butadiene","H","1,3-Butadiene"
"12446","6037267404","Acetaldehyde","H","Acetaldehyde"
"12447","6037267404","Benzene","H","Benzene"
"12448","6037267404","Cyanide Compounds","H","Cyanide Compounds"
"12449","6037267404","Diesel Pm","H","Diesel Pm"
"12450","6037267404","Toluene","H","Toluene"
"12451","6037267501","1,3-Butadiene","H","1,3-Butadiene"
"12452","6037267501","Acetaldehyde","H","Acetaldehyde"
"12453","6037267501","Benzene","H","Benzene"
"12454","6037267501","Cyanide Compounds","H","Cyanide Compounds"
"12455","6037267501","Diesel Pm","H","Diesel Pm"
"12456","6037267501","Toluene","H","Toluene"
"12457","6037267502","1,3-Butadiene","H","1,3-Butadiene"
"12458","6037267502","Acetaldehyde","H","Acetaldehyde"
"12459","6037267502","Benzene","H","Benzene"
"12460","6037267502","Cyanide Compounds","H","Cyanide Compounds"
"12461","6037267502","Diesel Pm","H","Diesel Pm"
"12462","6037267502","Toluene","H","Toluene"
"12463","6037267600","1,3-Butadiene","H","1,3-Butadiene"
"12464","6037267600","Acetaldehyde","H","Acetaldehyde"
"12465","6037267600","Benzene","H","Benzene"
"12466","6037267600","Cyanide Compounds","H","Cyanide Compounds"
"12467","6037267600","Diesel Pm","H","Diesel Pm"
"12468","6037267600","Toluene","H","Toluene"
"12469","6037267700","1,3-Butadiene","H","1,3-Butadiene"
"12470","6037267700","Acetaldehyde","H","Acetaldehyde"
"12471","6037267700","Benzene","H","Benzene"
"12472","6037267700","Cyanide Compounds","H","Cyanide Compounds"
"12473","6037267700","Diesel Pm","H","Diesel Pm"
"12474","6037267700","Toluene","H","Toluene"
"12475","6037267800","1,3-Butadiene","H","1,3-Butadiene"
"12476","6037267800","Acetaldehyde","H","Acetaldehyde"
"12477","6037267800","Benzene","H","Benzene"
"12478","6037267800","Cyanide Compounds","H","Cyanide Compounds"
"12479","6037267800","Diesel Pm","H","Diesel Pm"
"12480","6037267800","Toluene","H","Toluene"
"12481","6037267901","1,3-Butadiene","H","1,3-Butadiene"
"12482","6037267901","Acetaldehyde","H","Acetaldehyde"
"12483","6037267901","Benzene","H","Benzene"
"12484","6037267901","Cyanide Compounds","H","Cyanide Compounds"
"12485","6037267901","Diesel Pm","H","Diesel Pm"
"12486","6037267901","Toluene","H","Toluene"
"12487","6037267902","1,3-Butadiene","H","1,3-Butadiene"
"12488","6037267902","Acetaldehyde","H","Acetaldehyde"
